@relation 'MLC'

@attribute F1_MEAN_ACC_Y numeric
@attribute F2_PEAK_TO_PEAK_GYR_Y numeric
@attribute F3_MAXIMUM_ACC_X numeric
@attribute F4_MINIMUM_GYR_Z numeric
@attribute F5_MINIMUM_ACC_X numeric
@attribute F6_ENERGY_ACC_Z numeric
@attribute F7_MEAN_ACC_Z numeric
@attribute F8_MAXIMUM_ACC_Y numeric
@attribute F9_PEAK_TO_PEAK_ACC_Y numeric
@attribute F10_MAXIMUM_GYR_Z numeric
@attribute F11_MAXIMUM_ACC_X_FILTER_1 numeric
@attribute F12_PEAK_TO_PEAK_ACC_Y_FILTER_1 numeric
@attribute F13_PEAK_TO_PEAK_ACC_X_FILTER_1 numeric
@attribute F14_MINIMUM_ACC_X_FILTER_1 numeric
@attribute F15_MINIMUM_ACC_Y_FILTER_1 numeric
@attribute F16_MAXIMUM_ACC_X_FILTER_1 numeric
@attribute F17_PEAK_TO_PEAK_ACC_Y_FILTER_1 numeric
@attribute F18_PEAK_TO_PEAK_ACC_X_FILTER_1 numeric
@attribute F19_MINIMUM_ACC_Y_FILTER_1 numeric
@attribute F20_MINIMUM_ACC_Y_FILTER_1 numeric
@attribute F21_MAXIMUM_ACC_Z_FILTER_1 numeric
@attribute F22_PEAK_TO_PEAK_ACC_Y_FILTER_1 numeric
@attribute F23_PEAK_TO_PEAK_ACC_X_FILTER_1 numeric
@attribute F24_MINIMUM_ACC_X_FILTER_1 numeric
@attribute F25_MINIMUM_ACC_Y_FILTER_1 numeric
@attribute class {waving, walking, wrist}

@data
0.00734329, 0.0363159, 0.117065, -0.222778, -0.141113, 88.125, 1.00098, 0.171143, 0.28418, 0.276611, 0.079895, 0.175293, 0.172974, -0.0930786, -0.0767212, 0.079895, 0.175293, 0.172974, -0.0767212, -0.0767212, 0.0151367, 0.175293, 0.172974, -0.0930786, -0.0767212, wrist
0.0223541, 1.39355, 0.0750732, 0.00335693, -0.22522, 88.5, 0.998047, 0.313232, 0.460449, 0.966309, 0.0585938, 0.251221, 0.15271, -0.0940552, -0.0818481, 0.0585938, 0.251221, 0.15271, -0.0818481, -0.0818481, 0.143555, 0.251221, 0.15271, -0.0940552, -0.0818481, wrist
0.0844116, 0.635742, -0.0490112, -0.0436401, -0.224121, 84.125, 0.977539, 0.197144, 0.296387, 0.449219, 0.0797119, 0.224243, 0.172607, -0.0928955, -0.110657, 0.0797119, 0.224243, 0.172607, -0.110657, -0.110657, 0.219482, 0.224243, 0.172607, -0.0928955, -0.110657, wrist
0.0742188, 0.644531, -0.0720215, -0.0317383, -0.216187, 86.25, 0.988281, 0.227173, 0.387451, 0.186768, 0.0670166, 0.190674, 0.111572, -0.0445251, -0.123901, 0.0670166, 0.190674, 0.111572, -0.123901, -0.123901, 0.0582275, 0.190674, 0.111572, -0.0445251, -0.123901, wrist
-0.500488, 0.77832, -0.0760498, -0.135254, -0.342285, 62.5938, 0.837891, -0.191162, 0.546387, 0.490967, 0.0466614, 0.194214, 0.192017, -0.145386, -0.155518, 0.0466614, 0.194214, 0.192017, -0.155518, -0.155518, 0.0977173, 0.194214, 0.192017, -0.145386, -0.155518, wrist
-0.852051, 0.485352, -0.229126, -0.281494, -0.400146, 13.1563, 0.17981, -0.67334, 0.376465, 0.374268, 0.0329285, 0.185669, 0.0853271, -0.0523682, -0.114502, 0.0329285, 0.185669, 0.0853271, -0.114502, -0.114502, 0.115417, 0.185669, 0.0853271, -0.0523682, -0.114502, wrist
-0.524902, 0.565918, -0.224121, -0.384033, -0.286133, 53.0313, -0.761719, -0.221191, 0.628418, 0.254639, 0.0205078, 0.161011, 0.0440979, -0.0235901, -0.00439453, 0.0205078, 0.161011, 0.0440979, -0.00439453, -0.00439453, -0.0020752, 0.161011, 0.0440979, -0.0235901, -0.00439453, wrist
-0.199097, 0.284912, -0.206177, -0.0790405, -0.27124, 78.625, -0.945801, -0.104065, 0.183105, 0.148315, 0.0270386, 0.122314, 0.0408325, -0.0137939, -0.0513916, 0.0270386, 0.122314, 0.0408325, -0.0513916, -0.0513916, 0.0366211, 0.122314, 0.0408325, -0.0137939, -0.0513916, wrist
-0.418945, 0.606445, -0.187134, -0.535156, -0.279297, 64.9375, -0.854492, -0.237183, 0.563965, 0.180054, 0.0407104, 0.194946, 0.0731812, -0.0324707, -0.177734, 0.0407104, 0.194946, 0.0731812, -0.177734, -0.177734, 0.154175, 0.194946, 0.0731812, -0.0324707, -0.177734, wrist
-0.844727, 0.595703, -0.128052, -0.587891, -0.196167, 21.1563, -0.462158, -0.541504, 0.476074, 0.187744, 0.0431824, 0.251953, 0.0628052, -0.0196228, -0.190186, 0.0431824, 0.251953, 0.0628052, -0.190186, -0.190186, 0.122437, 0.251953, 0.0628052, -0.0196228, -0.190186, wrist
-0.956543, 0.286377, -0.14209, -0.209106, -0.165161, 3.78711, 0.0872803, -0.905762, 0.108887, 0.0479126, 0.0160065, 0.0692139, 0.0234985, -0.00749207, -0.0388184, 0.0160065, 0.0692139, 0.0234985, -0.0388184, -0.0388184, 0.119141, 0.0692139, 0.0234985, -0.00749207, -0.0388184, wrist
-0.768066, 0.606445, -0.151123, -0.108032, -0.252197, 31.3125, 0.583984, -0.509277, 0.404297, 0.0997925, 0.00720215, 0.0919189, 0.058197, -0.0509949, 0.00683594, 0.00720215, 0.0919189, 0.058197, 0.00683594, 0.00683594, 0.0975952, 0.0919189, 0.058197, -0.0509949, 0.00683594, wrist
-0.2146, 0.589355, -0.21814, -0.109558, -0.289307, 74.875, 0.919922, 0.0700684, 0.588867, 0.0497437, 0.0203857, 0.0924683, 0.0432129, -0.0228271, 0.0187531, 0.0203857, 0.0924683, 0.0432129, 0.0187531, 0.0187531, 0.113892, 0.0924683, 0.0432129, -0.0228271, 0.0187531, wrist
0.0865479, 0.354004, -0.220215, -0.121765, -0.294189, 81.1875, 0.958496, 0.273193, 0.42627, 0.160889, 0.0245361, 0.236328, 0.0376282, -0.013092, -0.113159, 0.0245361, 0.236328, 0.0376282, -0.113159, -0.113159, 0.0574951, 0.236328, 0.0376282, -0.013092, -0.113159, wrist
-0.467041, 1.46387, -0.169067, -0.132813, -0.273193, 61.625, 0.830078, -0.104065, 0.640625, 0.184326, 0.0575867, 0.121033, 0.0679932, -0.010376, -0.136841, 0.0575867, 0.121033, 0.0679932, -0.136841, -0.136841, 0.176147, 0.121033, 0.0679932, -0.010376, -0.136841, wrist
-0.919922, 0.527344, -0.0910645, -0.296631, -0.224121, 8.63281, 0.117249, -0.702637, 0.305176, 0.190186, 0.0337524, 0.151001, 0.0515137, -0.0177612, -0.0915527, 0.0337524, 0.151001, 0.0515137, -0.0915527, -0.0915527, -0.0361938, 0.151001, 0.0515137, -0.0177612, -0.0915527, wrist
-0.765137, 0.27417, -0.101074, -0.0964355, -0.197144, 32.5938, -0.597168, -0.572266, 0.374512, 0.275879, 0.00660706, 0.0793457, 0.0363159, -0.0296936, -0.00854492, 0.00660706, 0.0793457, 0.0363159, -0.00854492, -0.00854492, 0.00500488, 0.0793457, 0.0363159, -0.0296936, -0.00854492, wrist
-0.351807, 0.255371, -0.196167, -0.0302124, -0.253174, 69.5625, -0.886719, -0.147095, 0.432617, 0.293213, 0.0140991, 0.0602417, 0.033783, -0.0196686, 0.0187378, 0.0140991, 0.0602417, 0.033783, 0.0187378, 0.0187378, 0.0145264, 0.0602417, 0.033783, -0.0196686, 0.0187378, wrist
-0.278076, 0.592285, -0.150146, -0.37793, -0.278076, 72.8125, -0.909668, -0.0500488, 0.5625, 0.286621, 0.041687, 0.179199, 0.0751953, -0.0334778, -0.119507, 0.041687, 0.179199, 0.0751953, -0.119507, -0.119507, 0.0982666, 0.179199, 0.0751953, -0.0334778, -0.119507, wrist
-0.77002, 0.427002, -0.103088, -0.332275, -0.166138, 32.2188, -0.578125, -0.597168, 0.381348, 0.239014, 0.0291748, 0.127075, 0.0552368, -0.026062, -0.134644, 0.0291748, 0.127075, 0.0552368, -0.134644, -0.134644, 0.174316, 0.127075, 0.0552368, -0.026062, -0.134644, wrist
-0.912109, 0.525391, -0.0670166, -0.320068, -0.172119, 11.8984, 0.27417, -0.72168, 0.3125, 0.0665283, 0.0189667, 0.192017, 0.0352478, -0.0162659, -0.0899658, 0.0189667, 0.192017, 0.0352478, -0.0899658, -0.0899658, 0.226563, 0.192017, 0.0352478, -0.0162659, -0.0899658, wrist
-0.36377, 0.655762, -0.0700684, -0.239014, -0.186157, 68.75, 0.875488, 0.0670166, 0.81543, 0.0192261, 0.00549316, 0.144531, 0.0410461, -0.035553, 0.0300293, 0.00549316, 0.144531, 0.0410461, 0.0300293, 0.0300293, 0.171875, 0.144531, 0.0410461, -0.035553, 0.0300293, wrist
-0.00112915, 1.08691, -0.0690308, -0.0738525, -0.202148, 85.5625, 0.981934, 0.216187, 0.574707, 0.209717, 0.0450745, 0.32373, 0.0685425, -0.0234375, -0.20813, 0.0450745, 0.32373, 0.0685425, -0.20813, -0.20813, 0.19812, 0.32373, 0.0685425, -0.0234375, -0.20813, wrist
-0.750488, 0.98291, -0.052002, -0.111389, -0.166138, 32.5625, 0.487305, -0.330322, 0.750977, 0.850586, 0.0379944, 0.281494, 0.0828247, -0.0447998, -0.20813, 0.0379944, 0.281494, 0.0828247, -0.20813, -0.20813, 0.0568848, 0.281494, 0.0828247, -0.0447998, -0.20813, wrist
-0.492676, 0.600586, -0.14209, -0.16272, -0.2052, 57.4688, -0.789551, -0.189087, 0.754395, 0.401855, 0.0137634, 0.199585, 0.0350647, -0.0213013, -0.0204163, 0.0137634, 0.199585, 0.0350647, -0.0204163, -0.0204163, 0.00244141, 0.199585, 0.0350647, -0.0213013, -0.0204163, wrist
-0.577637, 0.61377, -0.0900269, -0.147705, -0.190186, 51.8125, -0.749023, -0.239136, 0.725098, 0.332031, 0.0281372, 0.174561, 0.0542297, -0.0260925, -0.156738, 0.0281372, 0.174561, 0.0542297, -0.156738, -0.156738, 0.172119, 0.174561, 0.0542297, -0.0260925, -0.156738, wrist
-0.841797, 0.60498, -0.148071, -0.146484, -0.25415, 19.7813, 0.300781, -0.465332, 0.535645, 0.360107, 0.00872803, 0.262695, 0.0365601, -0.027832, -0.0948486, 0.00872803, 0.262695, 0.0365601, -0.0948486, -0.0948486, 0.244629, 0.262695, 0.0365601, -0.027832, -0.0948486, wrist
-0.0531921, 0.715332, -0.244141, -0.201416, -0.345215, 76.1875, 0.928711, 0.172119, 0.683594, 0.454346, 0.0192871, 0.441895, 0.0588074, -0.0395203, -0.165283, 0.0192871, 0.441895, 0.0588074, -0.165283, -0.165283, 0.192139, 0.441895, 0.0588074, -0.0395203, -0.165283, wrist
-0.719238, 1.47363, -0.206177, -0.181641, -0.30127, 30.5469, 0.469238, 0, 0.976563, 0.263672, 0.0577698, 0.286133, 0.0804443, -0.0226288, -0.300293, 0.0577698, 0.286133, 0.0804443, -0.300293, -0.300293, 0.081543, 0.286133, 0.0804443, -0.0226288, -0.300293, wrist
-0.603516, 0.407471, -0.223145, -0.175171, -0.276123, 44.3125, -0.672363, -0.300293, 0.669434, 0.303711, 0.0177307, 0.161743, 0.0339966, -0.0162659, -0.0248108, 0.0177307, 0.161743, 0.0339966, -0.0248108, -0.0248108, 0.0183105, 0.161743, 0.0339966, -0.0162659, -0.0248108, wrist
-0.721191, 0.506348, -0.105042, -0.479248, -0.245117, 34.8125, -0.558594, -0.350342, 0.659668, 0.407715, 0.0382385, 0.245605, 0.0701294, -0.0318909, -0.221558, 0.0382385, 0.245605, 0.0701294, -0.221558, -0.221558, 0.213379, 0.245605, 0.0701294, -0.0318909, -0.221558, wrist
-0.666016, 0.989258, -0.155151, -0.134033, -0.311279, 39.25, 0.577148, 0.0180054, 1.05078, 0.203003, 0.00418091, 0.250488, 0.0360718, -0.0318909, -0.0407715, 0.00418091, 0.250488, 0.0360718, -0.0407715, -0.0407715, 0.389893, 0.250488, 0.0360718, -0.0318909, -0.0407715, wrist
-0.215942, 1.67773, -0.154175, -0.263184, -0.374268, 70.5625, 0.885742, 0.0840454, 0.897461, 0.255371, 0.043396, 0.494873, 0.0892334, -0.0458374, -0.265137, 0.043396, 0.494873, 0.0892334, -0.265137, -0.265137, 0.194458, 0.494873, 0.0892334, -0.0458374, -0.265137, wrist
-0.831055, 0.402344, -0.114075, -0.228882, -0.181152, 21.4063, -0.226807, -0.448242, 0.544434, 0.196533, 0.0254669, 0.334961, 0.029953, -0.00448608, -0.161377, 0.0254669, 0.334961, 0.029953, -0.161377, -0.161377, -0.0974121, 0.334961, 0.029953, -0.00448608, -0.161377, wrist
-0.281738, 0.216431, -0.125122, -0.0582886, -0.191162, 76.5625, -0.932129, -0.197144, 0.250244, 0.289551, 0.00784302, 0.186646, 0.0308533, -0.0230103, -0.02948, 0.00784302, 0.186646, 0.0308533, -0.02948, -0.02948, 0.0267334, 0.186646, 0.0308533, -0.0230103, -0.02948, wrist
-0.404541, 0.361572, -0.085022, -0.144409, -0.172119, 69.875, -0.890137, -0.258301, 0.332031, 0.106506, 0.0267181, 0.0895996, 0.0292816, -0.00256348, -0.0745239, 0.0267181, 0.0895996, 0.0292816, -0.0745239, -0.0745239, 0.0754395, 0.0895996, 0.0292816, -0.00256348, -0.0745239, wrist
-0.729492, 0.14563, -0.0840454, -0.0750732, -0.115051, 38.0938, -0.651367, -0.577148, 0.302246, 0.130981, 0.00883484, 0.0495605, 0.0187836, -0.00994873, -0.0574951, 0.00883484, 0.0495605, 0.0187836, -0.0574951, -0.0574951, 0.0652466, 0.0495605, 0.0187836, -0.00994873, -0.0574951, wrist
-0.920898, 0.131836, -0.100037, -0.0985718, -0.141113, 10.0781, -0.319092, -0.847656, 0.13916, 0.120239, 0.00601196, 0.0395508, 0.0155563, -0.00954437, -0.0377197, 0.00601196, 0.0395508, 0.0155563, -0.0377197, -0.0377197, 0.0687866, 0.0395508, 0.0155563, -0.00954437, -0.0377197, wrist
-0.964355, 0.281494, -0.140137, -0.0234985, -0.192139, 2.19922, 0.0906372, -0.899414, 0.113281, 0.12793, 0.00062561, 0.0562744, 0.0136414, -0.0130157, -0.0238037, 0.00062561, 0.0562744, 0.0136414, -0.0238037, -0.0238037, 0.0709839, 0.0562744, 0.0136414, -0.0130157, -0.0238037, wrist
-0.803711, 0.282959, -0.187134, -0.0561523, -0.243164, 25.625, 0.527344, -0.654297, 0.275391, 0.108948, 0.0038147, 0.067749, 0.0205688, -0.0167542, 0.00280762, 0.0038147, 0.067749, 0.0205688, 0.00280762, 0.00280762, 0.0796509, 0.067749, 0.0205688, -0.0167542, 0.00280762, wrist
-0.439697, 0.399658, -0.227173, -0.0946045, -0.273193, 63.125, 0.844238, -0.209106, 0.45459, 0.0195313, 0.0103455, 0.0650024, 0.0264587, -0.0161133, 0.0163574, 0.0103455, 0.0650024, 0.0264587, 0.0163574, 0.0163574, 0.0822754, 0.0650024, 0.0264587, -0.0161133, 0.0163574, wrist
-0.00858307, 0.418213, -0.21521, -0.0674438, -0.318115, 79.9375, 0.952148, 0.374268, 0.594727, 0.281494, 0.0423584, 0.23584, 0.0797729, -0.0374146, -0.01651, 0.0423584, 0.23584, 0.0797729, -0.01651, -0.01651, 0.0560303, 0.23584, 0.0797729, -0.0374146, -0.01651, wrist
0.0132141, 0.634277, -0.233154, -0.108032, -0.314209, 80.875, 0.958984, 0.313232, 0.534668, 0.0790405, 0.0323792, 0.296875, 0.0679321, -0.0355225, -0.0921021, 0.0323792, 0.296875, 0.0679321, -0.0921021, -0.0921021, 0.0670166, 0.296875, 0.0679321, -0.0355225, -0.0921021, wrist
-0.452881, 0.550293, -0.25415, -0.108948, -0.314209, 60.5938, 0.827148, -0.233154, 0.422119, 0.0759888, 0.0152283, 0.06604, 0.0254517, -0.0102234, -0.0857544, 0.0152283, 0.06604, 0.0254517, -0.0857544, -0.0857544, 0.0543213, 0.06604, 0.0254517, -0.0102234, -0.0857544, wrist
-0.816895, 0.317871, -0.199097, -0.114441, -0.256104, 23.4219, 0.494141, -0.626465, 0.333984, 0.130005, 0.0150452, 0.0847168, 0.0163269, -0.00128174, -0.0716553, 0.0150452, 0.0847168, 0.0163269, -0.0716553, -0.0716553, 0.00292969, 0.0847168, 0.0163269, -0.00128174, -0.0716553, wrist
-0.952637, 0.163574, -0.161133, -0.166382, -0.207153, 3.36719, -0.055542, -0.897461, 0.0952148, 0.0302124, 0.011261, 0.0643311, 0.0126343, -0.00137329, -0.0323486, 0.011261, 0.0643311, 0.0126343, -0.0323486, -0.0323486, -0.0388489, 0.0643311, 0.0126343, -0.00137329, -0.0323486, wrist
-0.810547, 0.193481, -0.1521, -0.0762939, -0.181152, 25.7188, -0.532715, -0.678223, 0.244141, 0.0180054, 0.00813293, 0.0644531, 0.0185394, -0.0104065, -0.0151367, 0.00813293, 0.0644531, 0.0185394, -0.0151367, -0.0151367, -0.00976563, 0.0644531, 0.0185394, -0.0104065, -0.0151367, wrist
-0.574707, 0.430664, -0.147095, -0.158447, -0.231201, 53.7813, -0.781738, -0.405273, 0.291992, 0.140991, 0.0115662, 0.0925903, 0.0263367, -0.0147705, -0.0151978, 0.0115662, 0.0925903, 0.0263367, -0.0151978, -0.0151978, 0.0148926, 0.0925903, 0.0263367, -0.0147705, -0.0151978, wrist
-0.208374, 0.308594, -0.212158, -0.0549316, -0.276123, 75.6875, -0.92627, 0.0450439, 0.456543, 0.298828, 0.0122986, 0.129761, 0.031189, -0.0188904, -0.0107422, 0.0122986, 0.129761, 0.031189, -0.0107422, -0.0107422, 0.0251465, 0.129761, 0.031189, -0.0188904, -0.0107422, wrist
0.0100403, 0.539063, -0.151123, -0.36377, -0.285156, 80.25, -0.953613, 0.1521, 0.473389, 0.0564575, 0.0469055, 0.223999, 0.0617065, -0.014801, -0.175903, 0.0469055, 0.223999, 0.0617065, -0.175903, -0.175903, 0.0656738, 0.223999, 0.0617065, -0.014801, -0.175903, wrist
-0.490967, 0.793945, -0.06604, -0.340088, -0.209106, 64, -0.847656, -0.236206, 0.462158, 0.187134, 0.046814, 0.129639, 0.0720825, -0.025238, -0.118774, 0.046814, 0.129639, 0.0720825, -0.118774, -0.118774, 0.155396, 0.129639, 0.0720825, -0.025238, -0.118774, wrist
-0.768066, 0.284424, -0.0370483, -0.102539, -0.131104, 33.7188, -0.616699, -0.616211, 0.296387, 0.239258, 0.0418396, 0.110596, 0.0874023, -0.0455322, -0.0880127, 0.0418396, 0.110596, 0.0874023, -0.0880127, -0.0880127, 0.0748291, 0.110596, 0.0874023, -0.0455322, -0.0880127, wrist
-0.923828, 0.281738, -0.0540161, -0.123901, -0.116089, 10.3984, -0.320801, -0.811523, 0.235352, 0.214233, 0.0140076, 0.108276, 0.0464172, -0.0324097, -0.0667725, 0.0140076, 0.108276, 0.0464172, -0.0667725, -0.0667725, 0.0772095, 0.108276, 0.0464172, -0.0324097, -0.0667725, wrist
-0.965332, 0.246338, -0.0840454, -0.0534058, -0.155151, 3.25977, 0.1427, -0.895508, 0.149414, 0.179443, 0.00883484, 0.108276, 0.0367432, -0.0278931, -0.0578613, 0.00883484, 0.108276, 0.0367432, -0.0578613, -0.0578613, 0.0895386, 0.108276, 0.0367432, -0.0278931, -0.0578613, wrist
-0.783691, 0.232666, -0.13208, -0.0909424, -0.226196, 29.6563, 0.578125, -0.699219, 0.243164, 0.18103, 0.0231018, 0.12085, 0.0785522, -0.0554199, -0.050293, 0.0231018, 0.12085, 0.0785522, -0.050293, -0.050293, 0.155762, 0.12085, 0.0785522, -0.0554199, -0.050293, wrist
-0.63623, 0.900391, -0.164185, -0.177612, -0.236206, 47.3438, 0.729492, -0.520508, 0.24707, 0.159912, 0.0262451, 0.119019, 0.0626831, -0.036438, -0.0313721, 0.0262451, 0.119019, 0.0626831, -0.0313721, -0.0313721, 0.122192, 0.119019, 0.0626831, -0.036438, -0.0313721, wrist
-0.393555, 0.461914, -0.214111, -0.110474, -0.279297, 68, 0.87793, -0.187134, 0.379395, 0.159912, 0.0138855, 0.0942383, 0.0378723, -0.0239868, -0.0119629, 0.0138855, 0.0942383, 0.0378723, -0.0119629, -0.0119629, 0.065918, 0.0942383, 0.0378723, -0.0239868, -0.0119629, wrist
-0.147461, 0.182861, -0.233154, -0.0640869, -0.324219, 79.5, 0.952148, -0.00402832, 0.212158, 0.172119, 0.0321045, 0.16687, 0.0823364, -0.0502319, -0.0512085, 0.0321045, 0.16687, 0.0823364, -0.0512085, -0.0512085, 0.0794678, 0.16687, 0.0823364, -0.0502319, -0.0512085, wrist
0.194702, 0.282715, -0.179077, 0.0140381, -0.292236, 80.125, 0.954102, 0.402344, 0.544434, 0.280273, 0.0354919, 0.142212, 0.048584, -0.013092, -0.0250854, 0.0354919, 0.142212, 0.048584, -0.0250854, -0.0250854, 0.0543213, 0.142212, 0.048584, -0.013092, -0.0250854, wrist
0.129517, 0.385986, -0.172119, -0.294189, -0.279297, 78.5625, 0.943359, 0.450195, 0.659668, 0.111694, 0.0119934, 0.1875, 0.057373, -0.0453796, -0.134155, 0.0119934, 0.1875, 0.057373, -0.134155, -0.134155, 0.067749, 0.1875, 0.057373, -0.0453796, -0.134155, wrist
-0.333252, 0.661621, -0.226196, -0.0775146, -0.290283, 70.625, 0.893555, -0.190186, 0.366943, 0.0366211, 0.0219116, 0.100159, 0.0403748, -0.0184631, -0.0897827, 0.0219116, 0.100159, 0.0403748, -0.0897827, -0.0897827, 0.0540771, 0.100159, 0.0403748, -0.0184631, -0.0897827, wrist
-0.683594, 0.484863, -0.177124, -0.0494385, -0.231201, 42.9375, 0.693359, -0.569336, 0.276367, 0.0967407, 0.0337219, 0.0949097, 0.0630493, -0.0293274, -0.0907593, 0.0337219, 0.0949097, 0.0630493, -0.0907593, -0.0907593, 0.0112305, 0.0949097, 0.0630493, -0.0293274, -0.0907593, wrist
-0.933594, 0.340576, -0.127075, -0.201416, -0.224121, 7.14063, 0.235718, -0.828613, 0.20459, 0.0653076, 0.0304565, 0.114929, 0.041687, -0.0112305, -0.0792847, 0.0304565, 0.114929, 0.041687, -0.0792847, -0.0792847, -0.0220032, 0.114929, 0.041687, -0.0112305, -0.0792847, wrist
-0.913086, 0.208252, -0.0890503, -0.329834, -0.15918, 11.3281, -0.321533, -0.755371, 0.237305, 0.238647, 0.018692, 0.109253, 0.0343933, -0.015686, -0.0219727, 0.018692, 0.109253, 0.0343933, -0.0219727, -0.0219727, -0.0244141, 0.109253, 0.0343933, -0.015686, -0.0219727, wrist
-0.609375, 0.236206, -0.0950317, -0.291992, -0.130127, 51.2188, -0.756836, -0.370361, 0.427979, 0.0524902, 0.0134277, 0.0759277, 0.023819, -0.0103836, 0.0118408, 0.0134277, 0.0759277, 0.023819, 0.0118408, 0.0118408, -0.0100098, 0.0759277, 0.023819, -0.0103836, 0.0118408, wrist
-0.287842, 0.591309, -0.0970459, -0.14563, -0.184082, 77.25, -0.937988, -0.14917, 0.338135, 0.280518, 0.0238495, 0.206299, 0.0549011, -0.0310364, -0.09021, 0.0238495, 0.206299, 0.0549011, -0.09021, -0.09021, 0.0646973, 0.206299, 0.0549011, -0.0310364, -0.09021, wrist
-0.754395, 0.318848, -0.0990601, -0.126099, -0.169067, 31.9375, -0.558594, -0.458252, 0.581055, 0.435791, 0.0110779, 0.173828, 0.0348816, -0.0238037, -0.1521, 0.0110779, 0.173828, 0.0348816, -0.1521, -0.1521, 0.195801, 0.173828, 0.0348816, -0.0238037, -0.1521, wrist
-0.874512, 0.353271, -0.164185, -0.0170898, -0.278076, 14.0625, 0.33667, -0.678223, 0.344238, 0.187988, -0.00537109, 0.130249, 0.0137024, -0.0190735, -0.0437012, -0.00537109, 0.130249, 0.0137024, -0.0437012, -0.0437012, 0.168335, 0.130249, 0.0137024, -0.0190735, -0.0437012, wrist
-0.442627, 0.323242, -0.259277, 0.00457764, -0.374268, 58.8438, 0.814941, -0.0960693, 0.609375, 0.172119, 0.00445557, 0.0748901, 0.0308838, -0.0264282, 0.0297241, 0.00445557, 0.0748901, 0.0308838, 0.0297241, 0.0297241, 0.0917969, 0.0748901, 0.0308838, -0.0264282, 0.0297241, wrist
0.101501, 0.235596, -0.311279, -0.0683594, -0.373291, 76.625, 0.933594, 0.227173, 0.303223, 0.223755, 0.0125122, 0.175903, 0.025116, -0.0126038, -0.0449829, 0.0125122, 0.175903, 0.025116, -0.0449829, -0.0449829, 0.048584, 0.175903, 0.025116, -0.0126038, -0.0449829, wrist
-0.236572, 0.684082, -0.258301, -0.125488, -0.342285, 70.75, 0.893555, 0.0770264, 0.669434, 0.0762939, 0.0232239, 0.0900269, 0.0321045, -0.00888062, -0.118286, 0.0232239, 0.0900269, 0.0321045, -0.118286, -0.118286, 0.0705566, 0.0900269, 0.0321045, -0.00888062, -0.118286, wrist
-0.799805, 0.401123, -0.206177, -0.198975, -0.276123, 24.0156, 0.47168, -0.587402, 0.42334, 0.13855, 0.0292664, 0.101685, 0.0368042, -0.00753784, -0.0799561, 0.0292664, 0.101685, 0.0368042, -0.0799561, -0.0799561, -0.00402832, 0.101685, 0.0368042, -0.00753784, -0.0799561, wrist
-0.908203, 0.184692, -0.206177, -0.111694, -0.239136, 8.67188, -0.285889, -0.825684, 0.162109, 0.0787354, 0.0093689, 0.0715332, 0.0240784, -0.0147095, -0.0211182, 0.0093689, 0.0715332, 0.0240784, -0.0211182, -0.0211182, -0.0050354, 0.0715332, 0.0240784, -0.0147095, -0.0211182, wrist
-0.689941, 0.226563, -0.186157, -0.161499, -0.213135, 40.5, -0.672363, -0.5625, 0.257813, 0.0820923, 0.0114441, 0.062561, 0.0214539, -0.0100098, -0.00457764, 0.0114441, 0.062561, 0.0214539, -0.00457764, -0.00457764, 0.0302734, 0.062561, 0.0214539, -0.0100098, -0.00457764, wrist
-0.275879, 0.4729, -0.204102, -0.0720215, -0.27417, 72.8125, -0.907227, -0.0300293, 0.597656, 0.666016, 0.0180359, 0.215698, 0.0426636, -0.0246277, -0.0286255, 0.0180359, 0.215698, 0.0426636, -0.0286255, -0.0286255, 0.0131836, 0.215698, 0.0426636, -0.0246277, -0.0286255, wrist
-0.0446472, 0.630859, -0.178101, -0.216064, -0.25708, 81.625, -0.963379, 0.151123, 0.569336, 0.183472, 0.032135, 0.27832, 0.052948, -0.0207977, -0.190063, 0.032135, 0.27832, 0.052948, -0.190063, -0.190063, 0.120239, 0.27832, 0.052948, -0.0207977, -0.190063, wrist
-0.653809, 0.341797, -0.193115, -0.231079, -0.230103, 41.4375, -0.668457, -0.299316, 0.575195, 0.152344, 0.00982666, 0.185913, 0.0259247, -0.016098, -0.174072, 0.00982666, 0.185913, 0.0259247, -0.174072, -0.174072, 0.104248, 0.185913, 0.0259247, -0.016098, -0.174072, wrist
-0.932129, 0.256592, -0.199097, -0.117188, -0.239136, 5.82422, -0.0291901, -0.872559, 0.155762, 0.199951, 0.00970459, 0.110596, 0.0226135, -0.0129089, -0.0584717, 0.00970459, 0.110596, 0.0226135, -0.0584717, -0.0584717, 0.178833, 0.110596, 0.0226135, -0.0129089, -0.0584717, wrist
-0.786621, 0.306885, -0.203125, -0.0839233, -0.240112, 27.1406, 0.54248, -0.610352, 0.300293, 0.118408, 0.00970459, 0.0974121, 0.0214539, -0.0117493, -0.010376, 0.00970459, 0.0974121, 0.0214539, -0.010376, -0.010376, 0.0861816, 0.0974121, 0.0214539, -0.0117493, -0.010376, wrist
-0.380127, 0.293457, -0.219116, -0.107117, -0.280273, 67.5, 0.874512, -0.108032, 0.517578, 0.0567627, 0.00958252, 0.0925293, 0.0276184, -0.0180359, 0.00338745, 0.00958252, 0.0925293, 0.0276184, 0.00338745, 0.00338745, 0.0805664, 0.0925293, 0.0276184, -0.0180359, 0.00338745, wrist
